index,func,name
COG2099,H,Precorrin-6x reductase
COG1903,H,Cobalamin biosynthesis protein CbiD
COG0219,J,"tRNA(Leu) C34 or U34 (ribose-2'-O)-methylase TrmL, contains SPOUT domain"
COG3344,X,Retron-type reverse transcriptase
COG3464,X,Transposase
COG3663,L,G:T/U-mismatch repair DNA glycosylase
COG2423,E,"Ornithine cyclodeaminase/archaeal alanine dehydrogenase, mu-crystallin family"
COG3738,S,"Uncharacterized protein YijF, DUF1287 family"
COG0159,E,Tryptophan synthase alpha chain
COG0133,E,Tryptophan synthase beta chain
COG0135,E,Phosphoribosylanthranilate isomerase
COG0134,E,Indole-3-glycerol phosphate synthase
COG2320,R,"GrpB domain, predicted nucleotidyltransferase, UPF0157 family"
COG0547,E,Anthranilate phosphoribosyltransferase
COG0512,EH,Anthranilate/para-aminobenzoate synthase component II
COG1940,KG,"Sugar kinase of the NBD/HSP70 family, may contain an N-terminal HTH domain"
COG3537,G,"Putative alpha-1,2-mannosidase"
COG0738,G,Fucose permease
COG0826,O,"Collagenase-like protease, PrtC family"
COG0284,F,Orotidine-5'-phosphate decarboxylase
COG0788,F,Formyltetrahydrofolate hydrolase
COG3358,S,"Uncharacterized conserved protein, DUF1684 family"
COG0239,DP,"Fluoride ion exporter CrcB/FEX, affects chromosome condensation"
COG4978,T,Bacterial effector-binding domain
COG4696,R,"Predicted phosphohydrolase, Cof family, HAD superfamily"
COG4121,J,tRNA U34 5-methylaminomethyl-2-thiouridine-forming methyltransferase MnmC
COG0576,O,Molecular chaperone GrpE (heat shock protein)
COG4152,R,"ABC-type uncharacterized transport system, ATPase component"
COG1668,CP,"ABC-type Na+ efflux pump, permease component"
COG3264,M,Small-conductance mechanosensitive channel
COG1292,M,Choline-glycine betaine transporter
COG1703,O,Putative periplasmic protein kinase ArgK or related GTPase of G3E family
COG0653,U,"Preprotein translocase subunit SecA (ATPase, RNA helicase)"
COG0353,L,Recombinational DNA repair protein RecR
COG3238,S,"Uncharacterized membrane protein YdcZ, DUF606 family"
COG1108,P,"ABC-type Mn2+/Zn2+ transport system, permease component"
COG1121,P,"ABC-type Mn2+/Zn2+ transport system, ATPase component"
COG0803,P,"ABC-type Zn uptake system ZnuABC, Zn-binding component ZnuA"
COG4771,P,Outer membrane receptor for ferrienterochelin and colicins
COG1321,K,"Mn-dependent transcriptional regulator, DtxR family"
COG2198,T,HPt (histidine-containing phosphotransfer) domain
COG1058,R,Predicted nucleotide-utilizing enzyme related to molybdopterin-biosynthesis enzyme MoeA
COG0227,J,Ribosomal protein L28
COG0552,U,Signal recognition particle GTPase
COG0154,J,Asp-tRNAAsn/Glu-tRNAGln amidotransferase A subunit or related amidase
COG4403,V,Lantibiotic modifying enzyme
COG1620,C,L-lactate permease
COG1573,L,Uracil-DNA glycosylase
COG5495,R,"Predicted oxidoreductase, contains short-chain dehydrogenase (SDR) and DUF2520 domains"
COG1778,MR, 3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC and related HAD superfamily phosphatases
COG0127,F,"Inosine/xanthosine triphosphate pyrophosphatase, all-alpha NTP-PPase family"
COG1757,C,Na+/H+ antiporter NhaC
COG4815,S,Uncharacterized protein
COG0458,EF,Carbamoylphosphate synthase large subunit
COG2388,R,"Predicted acetyltransferase, GNAT superfamily"
COG0747,E,"ABC-type transport system, periplasmic component"
COG0254,J,Ribosomal protein L31
COG0144,J,"16S rRNA C967 or C1407 C5-methylase, RsmB/RsmF family"
COG0046,F,"Phosphoribosylformylglycinamidine (FGAM) synthase, synthetase domain"
COG1022,I,Long-chain acyl-CoA synthetase (AMP-forming)
COG2334,T,"Ser/Thr protein kinase RdoA involved in Cpx stress response, MazF antagonist"
COG2939,E,Carboxypeptidase C (cathepsin A)
COG1741,R,"Redox-sensitive bicupin YhaK, pirin superfamily"
COG3782,S,Uncharacterized protein
COG4867,S,"Uncharacterized protein, contains von Willebrand factor type A (vWA) domain"
COG1981,S,Uncharacterized membrane protein
COG1561,S,"Uncharacterized conserved protein YicC, UPF0701 family"
COG0194,F,Guanylate kinase
COG1057,H,Nicotinic acid mononucleotide adenylyltransferase
COG1123,O,"ABC-type glutathione transport system ATPase component, contains duplicated ATPase domain"
COG2057,I,"Acyl CoA:acetate/3-ketoacid CoA transferase, beta subunit"
COG1788,I,"Acyl CoA:acetate/3-ketoacid CoA transferase, alpha subunit"
COG1774,T,"Cell fate regulator YaaT, PSP1 superfamily (controls sporulation, competence, biofilm development)"
COG1054,R,Predicted sulfurtransferase
COG0468,L,RecA/RadA recombinase
COG0180,J,Tryptophanyl-tRNA synthetase
COG0016,J,Phenylalanyl-tRNA synthetase alpha subunit
COG1286,S,"Uncharacterized membrane protein, required for colicin V production"
COG0288,P,Carbonic anhydrase
COG1240,H,Mg-chelatase subunit ChlD
COG0166,G,Glucose-6-phosphate isomerase
COG3185,ER,4-hydroxyphenylpyruvate dioxygenase and related hemolysins
COG1752,R,"Predicted acylesterase/phospholipase RssA, containd patatin domain"
COG0322,L,"Excinuclease UvrABC, nuclease subunit"
COG3608,R,Predicted deacylase
COG0212,H,5-formyltetrahydrofolate cyclo-ligase
COG1734,J,RNA polymerase-binding transcription factor DksA
COG0060,J,Isoleucyl-tRNA synthetase
COG1040,R,Predicted amidophosphoribosyltransferases
COG0423,J,Glycyl-tRNA synthetase (class II)
COG0708,L,Exonuclease III
COG0240,C,Glycerol-3-phosphate dehydrogenase
COG2897,P,"3-mercaptopyruvate sulfurtransferase SseA, contains two rhodanese domains"
COG0758,L,Predicted Rossmann fold nucleotide-binding protein DprA/Smf involved in DNA uptake
COG4942,D,"Septal ring factor EnvC, activator of murein hydrolases AmiA and AmiB"
COG3071,S,"Uncharacterized conserved protein HemY, contains two TPR repeats"
COG0756,FV,dUTPase
COG0224,C,"FoF1-type ATP synthase, gamma subunit"
COG0056,C,"FoF1-type ATP synthase, alpha subunit"
COG0712,C,"FoF1-type ATP synthase, delta subunit"
COG0711,C,"FoF1-type ATP synthase, membrane subunit b or b'"
COG0356,C,"FoF1-type ATP synthase, membrane subunit a"
COG1664,Z,"Cytoskeletal protein CcmA, bactofilin family"
COG0521,H,Molybdopterin biosynthesis enzyme MoaB
COG4898,S,Uncharacterized protein
COG3093,V,"Plasmid maintenance system antidote protein VapI, contains XRE-type HTH domain"
COG2513,G,"2-Methylisocitrate lyase and related enzymes, PEP mutase family"
COG2374,R,Predicted extracellular nuclease
COG1070,G,Sugar (pentulose or hexulose) kinase
COG2115,G,Xylose isomerase
COG4146,R,"Uncharacterized membrane permease YidK, sodium:solute symporter family"
COG3693,G,"Endo-1,4-beta-xylanase, GH35 family"
COG3405,G,"Endo-1,4-beta-D-glucanase Y"
COG3950,R,Predicted ATP-binding protein involved in virulence
COG4067,S,Uncharacterized conserved protein
COG4935,O,Regulatory P domain of the subtilisin-like proprotein convertases and other proteases
COG1073,T,"Fermentation-respiration switch protein FrsA, has esterase activity, DUF1100 family"
COG4247,I,3-phytase (myo-inositol-hexaphosphate 3-phosphohydrolase)
COG2104,H,Sulfur carrier protein ThiS (thiamine biosynthesis)
COG0476,H,Molybdopterin or thiamine biosynthesis adenylyltransferase
COG1232,H,Protoporphyrinogen oxidase
COG0162,J,Tyrosyl-tRNA synthetase
COG0306,P,Phosphate/sulfate permease
COG5002,T,Signal transduction histidine kinase
COG0220,J,tRNA G46 methylase TrmB
COG3695,K,"Alkylated DNA nucleotide flippase Atl1, participates in nucleotide excision repair, Ada-like DNA-binding domain"
COG3329,S,Uncharacterized conserved protein
COG3682,K,Predicted transcriptional regulator
COG4219,T,"Signal transducer regulating beta-lactamase production, contains  metallopeptidase domain"
COG3938,E,Proline racemase
COG2315,K,"Predicted DNA-binding protein with double-wing structural motif, MmcQ/YjbR family"
COG0635,H,Coproporphyrinogen III oxidase or related Fe-S oxidoreductase
COG0817,L,Holliday junction resolvasome RuvABC endonuclease subunit
COG2839,S,"Uncharacterized conserved protein YqgC, DUF456 family"
COG0228,J,Ribosomal protein S16
COG0806,J,"Ribosomal 30S subunit maturation factor RimM, required for 16S rRNA processing"
COG4123,J,tRNA1(Val) A37 N6-methylase TrmN6
COG0584,I,Glycerophosphoryl diester phosphodiesterase
COG2081,R,Predicted flavoprotein YhiN
COG3797,S,"Uncharacterized conserved protein, DUF1697 family"
COG3407,I,Mevalonate pyrophosphate decarboxylase
COG0382,H,4-hydroxybenzoate polyprenyltransferase
COG1145,C,Ferredoxin
COG3558,S,"Uncharacterized conserved protein, nuclear transport factor 2 (NTF2) superfamily"
COG2084,I,3-hydroxyisobutyrate dehydrogenase or related beta-hydroxyacid dehydrogenase
COG0005,F,Purine nucleoside phosphorylase
COG0535,R,"Radical SAM superfamily enzyme, MoaA/NifB/PqqE/SkfB family"
COG0554,C,Glycerol kinase
COG3345,G,Alpha-galactosidase
COG1725,K,"DNA-binding transcriptional regulator YhcF, GntR family"
COG3287,S,"Uncharacterized conserved protein, contains FIST_N domain"
COG3497,X,Phage tail sheath protein FI
COG3500,X,Phage protein D
COG3628,X,Phage baseplate assembly protein W
COG1716,T,"Forkhead associated (FHA) domain, binds pSer, pThr, pTyr"
COG3899,R,Predicted ATPase
COG1944,J,Ribosomal protein S12 methylthiotransferase accessory factor YcaO
COG1509,E,"L-lysine 2,3-aminomutase (EF-P beta-lysylation pathway)"
COG0385,R,Predicted Na+-dependent transporter
COG1112,L,Superfamily I DNA and/or RNA helicase
COG4340,S,Uncharacterized protein
COG4076,R,Predicted RNA methylase
COG0160,E,4-aminobutyrate aminotransferase or related aminotransferase
COG1705,MN,Flagellum-specific peptidoglycan hydrolase FlgJ
COG0001,H,Glutamate-1-semialdehyde aminotransferase
COG4682,S,Uncharacterized membrane protein YiaA
COG4872,S,Uncharacterized membrane protein
COG3540,P,Phosphodiesterase/alkaline phosphatase D
COG1190,J,Lysyl-tRNA synthetase (class II)
COG0321,H,Lipoate-protein ligase B
COG0164,L,Ribonuclease HII
COG4105,M,"Outer membrane protein assembly factor BamD, BamD/ComL family"
COG2730,G,"Aryl-phospho-beta-D-glucosidase BglC, GH1 family"
COG3369,S,"Uncharacterized protein, contains Zn-finger domain of CDGSH type"
COG2186,K,"DNA-binding transcriptional regulator, FadR family"
COG2159,R,"Predicted metal-dependent hydrolase, TIM-barrel fold"
COG2133,G,"Glucose/arabinose dehydrogenase, beta-propeller fold"
COG2089,M,"Sialic acid synthase SpsE, contains C-terminal SAF domain"
COG1089,M,GDP-D-mannose dehydratase
COG3392,L,Adenine-specific DNA methylase
COG0636,C,"FoF1-type ATP synthase, membrane subunit c/Archaeal/vacuolar-type H+-ATPase, subunit K"
COG4628,S,"Uncharacterized conserved protein, DUF2132 family"
COG1961,L,Site-specific DNA recombinase related to the DNA invertase Pin
COG3698,S,"Uncharacterized protein YigE, DUF2233 family"
COG3292,T,Periplasmic ligand-binding sensor domain
COG4615,P,"ABC-type siderophore export system, fused ATPase and permease components"
COG1231,E,Monoamine oxidase
COG5492,R,"Uncharacterized conserved protein YjdB, contains Ig-like domain"
COG2230,I,Cyclopropane fatty-acyl-phospholipid synthase and related methyltransferases
COG5279,D,"Cytokinesis protein 3, contains TGc (transglutaminase/protease-like) domain"
COG2808,T,Predicted FMN-binding regulatory protein PaiB
COG0186,J,Ribosomal protein S17
COG1834,E,N-Dimethylarginine dimethylaminohydrolase
COG1246,E,"N-acetylglutamate synthase or related acetyltransferase, GNAT family"
COG1272,U,"Predicted membrane channel-forming protein YqfA, hemolysin III family"
COG0116,J,23S rRNA G2445 N2-methylase RlmL
COG2265,J,"tRNA/tmRNA/rRNA uracil-C5-methylase, TrmA/RlmC/RlmD family"
COG1104,E,Cysteine sulfinate desulfinase/cysteine desulfurase or related enzyme
COG3046,R,Uncharacterized protein related to deoxyribodipyrimidine photolyase
COG3227,O,Zn-dependent metalloprotease
COG2919,D,Cell division protein FtsB
COG5498,G,Endoglucanase Acf2
COG3216,S,"Uncharacterized conserved protein, DUF2062 family"
COG2911,U,Autotransporter translocation and assembly factor TamB
COG1803,G,Methylglyoxal synthase
COG3361,S,"Uncharacterized protein YqjF, DUF2071 family"
COG0376,P,Catalase (peroxidase I)
COG4912,L,3-methyladenine DNA glycosylase AlkD
COG4529,R,Uncharacterized NAD(P)/FAD-binding protein YdhS
COG2519,J,tRNA A58 N-methylase Trm61
COG4315,S,Predicted lipoprotein with conserved Yx(FWY)xxD motif (function unknown)
COG0397,S,"Uncharacterized conserved protein YdiU, UPF0061 family"
COG2366,Q,Acyl-homoserine lactone (AHL) acylase PvdQ
COG1979,C,"Alcohol dehydrogenase YqhD, Fe-dependent ADH family"
COG1835,M,"Peptidoglycan/LPS O-acetylase OafA/YrhL, contains acyltransferase and SGNH-hydrolase domains"
COG1288,R,"Uncharacterized membrane protein YfcC, ion transporter superfamily"
COG4181,Q,"Predicted ABC-type transport system involved in lysophospholipase L1 biosynthesis, ATPase component"
COG3127,Q,"Predicted ABC-type transport system involved in lysophospholipase L1 biosynthesis, permease component"
COG0604,CR,NADPH:quinone reductase or related Zn-dependent oxidoreductase
COG5616,R,TolB amino-terminal domain (function unknown)
COG3509,Q,Poly(3-hydroxybutyrate) depolymerase
COG0736,I,Phosphopantetheinyl transferase (holo-ACP synthase)
COG0641,O,"Sulfatase maturation enzyme AslB, radical SAM superfamily"
COG3012,S,"Uncharacterized conserved protein YchJ, contains N- and C-terminal SEC-C domains"
COG5586,S,Uncharacterized protein
COG3620,K,Predicted transcriptional regulator with C-terminal CBS domains
COG4845,V,Chloramphenicol O-acetyltransferase
COG1238,S,"Uncharacterized membrane protein YqaA, SNARE-associated domain"
COG0412,Q,Dienelactone hydrolase
COG2072,P,Predicted flavoprotein CzcO associated with the cation diffusion facilitator CzcD
COG2130,QR,NADPH-dependent curcumin reductase CurA
COG2102,J,Diphthamide synthase (EF-2-diphthine--ammonia ligase)
COG1398,I,Fatty-acid desaturase
COG2610,GR,H+/gluconate symporter or related permease
COG0362,G,6-phosphogluconate dehydrogenase
COG4990,S,Uncharacterized protein YvpB
COG2030,I,Acyl dehydratase
COG3173,R,"Predicted  kinase, aminoglycoside phosphotransferase (APT) family"
COG3394,S,"Predicted glycoside hydrolase or deacetylase ChbG, UPF0249 family"
COG3604,KT,"Transcriptional regulator containing GAF, AAA-type ATPase, and DNA-binding Fis domains"
COG2085,R,Predicted dinucleotide-binding enzyme
COG1236,J,"RNA processing exonuclease, beta-lactamase fold, Cft2 family"
COG1793,L,ATP-dependent DNA ligase
COG1201,L,Lhr-like helicase
COG1407,R,Metallophosphoesterase superfamily enzyme
COG2324,S,Uncharacterized membrane protein
COG0656,Q,"Aldo/keto reductase, related to diketogulonate reductase"
COG3565,R,Predicted dioxygenase of extradiol dioxygenase family
COG1449,G,"Alpha-amylase/alpha-mannosidase, GH57 family"
COG3751,JO,"Proline 4-hydroxylase (includes Rps23 Pro-64 3,4-dihydroxylase Tpa1), contains SM-20 domain"
COG5470,S,"Uncharacterized conserved protein, DUF1330 family"
COG1544,J,Ribosome-associated translation inhibitor RaiA
COG4323,S,Uncharacterized protein
COG2223,P,Nitrate/nitrite transporter NarK
COG1773,C,Rubredoxin
COG2896,H,Molybdenum cofactor biosynthesis enzyme MoaA
COG0315,H,Molybdenum cofactor biosynthesis enzyme
COG0314,H,Molybdopterin synthase catalytic subunit
COG1977,H,"Molybdopterin converting factor, small subunit"
COG0746,H,Molybdopterin-guanine dinucleotide biosynthesis protein A
COG2005,K,DNA-binding transcriptional regulator ModE (molybdenum-dependent)
COG0303,H,Molybdopterin biosynthesis enzyme
COG4676,S,"Uncharacterized conserved protein YfaP, DUF2135 family"
COG2271,G,Sugar phosphate permease
COG1254,C,Acylphosphatase
COG0274,F,Deoxyribose-phosphate aldolase
COG2836,P,Sulfite exporter TauE/SafE
COG0348,C,Polyferredoxin
COG2010,C,"Cytochrome c, mono- and diheme variants"
COG3278,C,"Cbb3-type cytochrome oxidase, subunit 1"
COG3878,S,Uncharacterized protein YwqG
COG2217,P,Cation transport ATPase
COG1052,CHR,Lactate dehydrogenase or related 2-hydroxyacid dehydrogenase
COG1502,I,Phosphatidylserine/phosphatidylglycerophosphate/cardiolipin synthase or related enzyme
COG0598,P,Mg2+ and Co2+ transporter CorA
COG2723,G,Beta-glucosidase/6-phospho-beta-glucosidase/beta-galactosidase
COG3577,R,Predicted aspartyl protease
COG4277,R,Predicted DNA-binding protein with the Helix-hairpin-helix motif
COG1032,R,"Radical SAM superfamily enzyme YgiQ, UPF0313 family"
COG1204,L,Replicative superfamily II helicase
COG0338,L,Site-specific DNA-adenine methylase
COG1626,G,Neutral trehalase
COG0393,S,"Uncharacterized conserved protein YbjQ, UPF0145 family"
COG0683,E,"ABC-type branched-chain amino acid transport system, periplasmic component"
COG4281,I,Acyl-CoA-binding protein
COG3315,Q,O-Methyltransferase involved in polyketide biosynthesis
COG4242,QR,Cyanophycinase and related exopeptidases
COG3250,G,Beta-galactosidase/beta-glucuronidase
COG2816,F,"NADH pyrophosphatase NudC, Nudix superfamily"
COG2514,Q,"Catechol-2,3-dioxygenase"
COG5395,S,Uncharacterized membrane protein
COG0421,E,Spermidine synthase
COG4337,S,Uncharacterized protein
COG2303,IR,Choline dehydrogenase or related flavoprotein
COG1904,G,Glucuronate isomerase
COG1403,V,5-methylcytosine-specific restriction endonuclease McrA
COG2020,O,Protein-S-isoprenylcysteine O-methyltransferase Ste14
COG4539,S,Uncharacterized membrane protein YGL010W
COG3007,I,Trans-2-enoyl-CoA reductase
COG4704,S,"Uncharacterized conserved protein, DUF2141 family"
COG4124,G,Beta-mannanase
COG0380,G,Trehalose-6-phosphate synthase
COG3387,G,"Glucoamylase (glucan-1,4-alpha-glucosidase), GH15 family"
COG4412,O,"Bacillopeptidase F, M6 metalloprotease family"
COG0741,M,Soluble lytic murein transglycosylase and related regulatory proteins (some contain LysM/invasin domains)
COG2192,R,"Predicted carbamoyl transferase, NodU family"
COG0529,P,Adenylylsulfate kinase or related kinase
COG0800,G,2-keto-3-deoxy-6-phosphogluconate aldolase
COG4565,KT,Response regulator of citrate/malate metabolism
COG3622,G,Hydroxypyruvate isomerase
COG0312,R,Predicted Zn-dependent protease or its inactivated homolog
COG4941,K,"Predicted RNA polymerase sigma factor, contains C-terminal TPR domain"
COG3795,S,Uncharacterized conserved protein
COG1362,E,Aspartyl aminopeptidase
COG1085,G,Galactose-1-phosphate uridylyltransferase
COG1593,G,"TRAP-type C4-dicarboxylate transport system, large permease component"
COG3090,G,"TRAP-type C4-dicarboxylate transport system, small permease component"
COG1638,G,"TRAP-type C4-dicarboxylate transport system, periplasmic component"
COG3717,G,5-keto 4-deoxyuronate isomerase
COG1312,G,D-mannonate dehydratase
COG4700,S,Uncharacterized protein
COG0582,LX,Integrase
COG0286,V,"Type I restriction-modification system, DNA methylase subunit"
COG2850,J,"Ribosomal protein L16 Arg81 hydroxylase, contains JmjC domain"
COG4305,M,"Peptidoglycan-binding domain, expansin"
COG1409,T,"3',5'-cyclic AMP phosphodiesterase CpdA"
COG0807,H,GTP cyclohydrolase II
COG2141,HR,"Flavin-dependent oxidoreductase, luciferase family (includes alkanesulfonate monooxygenase SsuD and methylene tetrahydromethanopterin reductase)"
COG3828,R,Type 1 glutamine amidotransferase (GATase1)-like domain
COG4099,R,Predicted peptidase
COG0075,EF,"Archaeal aspartate aminotransferase or a related aminotransferase, includes purine catabolism protein PucG"
COG1251,C,"NAD(P)H-nitrite reductase, large subunit"
COG2146,PQ,Ferredoxin subunit of nitrite reductase or a ring-hydroxylating dioxygenase
COG3153,R,Predicted N-acetyltransferase YhbS
COG4932,S,Uncharacterized surface anchored protein
COG4314,P,Nitrous oxide reductase accessory protein NosL
COG4263,P,Nitrous oxide reductase
COG2132,DPM,Multicopper oxidase with three cupredoxin domains (includes cell division protein FtsP and spore coat protein CotA)
COG1328,F,Anaerobic ribonucleoside-triphosphate reductase
COG1180,O,Pyruvate-formate lyase-activating enzyme
COG1015,G,Phosphopentomutase
COG3425,I,3-hydroxy-3-methylglutaryl CoA synthase
COG5412,X,Phage-related protein
COG3293,X,Transposase
COG3631,R,Ketosteroid isomerase-related protein
COG4899,S,Uncharacterized protein
COG0474,P,Magnesium-transporting ATPase (P-type)
COG0381,M,UDP-N-acetylglucosamine 2-epimerase
COG5368,S,Uncharacterized protein
COG3338,P,Carbonic anhydrase
COG1896,FR,5'-deoxynucleotidase YfbR and related HD superfamily hydrolases
COG0398,S,"Uncharacterized membrane protein YdjX, TVP38/TMEM64 family, SNARE-associated domain"
COG3220,S,"Uncharacterized conserved protein, UPF0276 family"
COG4774,P,Outer membrane receptor for monomeric catechols
COG2391,R,"Uncharacterized membrane protein YedE/YeeE, contains two sulfur transport domains"
COG1327,K,"Transcriptional regulator NrdR, contains Zn-ribbon and ATP-cone domains"
COG2041,C,"Periplasmic DMSO/TMAO reductase YedYZ, molybdopterin-dependent catalytic subunit"
COG0813,F,Purine-nucleoside phosphorylase
COG2059,P,Chromate transport protein ChrA
COG2454,S,Uncharacterized protein
COG3831,K,"WGR domain, predicted DNA-binding domain in MolR"
COG5516,R,"Conserved protein containing a Zn-ribbon-like motif, possibly RNA-binding"
COG2309,E,Leucyl aminopeptidase (aminopeptidase T)
COG2188,K,"DNA-binding transcriptional regulator, GntR family"
COG3408,G,"Glycogen debranching enzyme (alpha-1,6-glucosidase)"
COG0562,M,UDP-galactopyranose mutase
COG4326,D,Sporulation-control protein spo0M
COG3579,E,Aminopeptidase C
COG2261,R,"Uncharacterized membrane protein YeaQ/YmgE, transglycosylase-associated protein family"
COG2746,V,Aminoglycoside N3'-acetyltransferase
COG2867,J,Ribosome association toxin PasT (RatA) of the RatAB toxin-antitoxin module
COG3055,M,N-acetylneuraminic acid mutarotase
COG4832,S,Uncharacterized protein
COG3527,Q,Alpha-acetolactate decarboxylase
COG4747,S,"Uncharacterized conserved protein, contains tandem ACT domains"
COG3617,X,Prophage antirepressor
COG0460,E,Homoserine dehydrogenase
COG3350,S,"Uncharacterized conserved protein, YHS domain"
COG3435,Q,"Gentisate 1,2-dioxygenase"
COG1964,R,"Uncharacterized Fe-S cluster-containing enzyme, radical SAM superfamily"
COG4249,R,"Uncharacterized protein, contains caspase domain"
COG2761,O,"Predicted dithiol-disulfide isomerase, DsbA family"
COG1819,G,"UDP:flavonoid glycosyltransferase YjiC, YdhE family"
COG1662,X,"Transposase and inactivated derivatives, IS1 family"
COG0610,V,"Type I site-specific restriction-modification system, R (restriction) subunit and related helicases ..."
COG0732,V,Restriction endonuclease S subunit
COG2859,S,Uncharacterized protein
COG0863,L,DNA modification methylase
COG4421,M,Capsular polysaccharide biosynthesis protein
COG1785,PR,Alkaline phosphatase
COG2152,G,"Predicted glycosyl hydrolase, GH43/DUF377 family"
COG3669,G,Alpha-L-fucosidase
COG2241,H,Precorrin-6B methylase 1
COG4188,R,Predicted dienelactone hydrolase
COG3204,S,Uncharacterized protein YjiK
COG3616,E,"D-serine deaminase, pyridoxal phosphate-dependent"
COG2866,M,Murein tripeptide amidase MpaA
COG3593,L,"Predicted ATP-dependent endonuclease of the OLD family, contains P-loop ATPase and TOPRIM domains"
COG5039,GM,"Exopolysaccharide biosynthesis protein EpsI, predicted pyruvyl transferase"
COG4548,P,Nitric oxide reductase activation protein
COG2461,S,"Uncharacterized conserved protein, DUF438 domain, may contain hemerythrin domain"
COG3383,R,Predicted molibdopterin-dependent oxidoreductase YjgC
COG1894,C,"NADH:ubiquinone oxidoreductase, NADH-binding 51 kD subunit (chain F)"
COG1526,C,Formate dehydrogenase assembly factor FdhD
COG2759,F,Formyltetrahydrofolate synthetase
COG4200,S,Uncharacterized protein
COG3813,S,Uncharacterized protein
COG0140,E,Phosphoribosyl-ATP pyrophosphohydrolase
COG4929,S,Uncharacterized membrane-anchored protein
COG0579,G,L-2-hydroxyglutarate oxidase LhgO
COG3417,M,"Outer membrane lipoprotein LpoB, binds and activates PBP1b"
COG3014,S,Uncharacterized protein
COG3047,M,Outer membrane protein W
