1,5,11,4,1,2,1,1,3,7,1,12,3,3,10,4,1,0,1,1,1,1,1,0,1,1,0,2,2,21,1,5,6,10,1,13,6,5,34,9,6,4,3,4,1,3,10,4,5,3,4,21,4,1,5,1,1,1,3,1,1,7,0,0,2,1,1,5,5,3,2,7,47,1,2,5,37,5,3,18,0,0,1,1,1,1,1,26,17,1,0,13,9,1,3,20,4,0,4,0,0,4,1,1,3,3,1,6,5,6,2,2,1,1,2,3,7,5,7,7,6,4,3,1,1,1,2,30,25,4,4,1,1,1,23,0,4,1,1,1,2,1,1,3,1,2,3,1,2,1,7,2,4,1,1,1,12,1,1,1,2,2,14,2,12,26,6,3,19,0,9,1,15,10,0,1,1,12,0,5,6,6,6,6,1,2,4,2,1,1,3,6,6,1,4,3,1,1,2,2,1,2,2,1,2,8,1,1,0,1,0,1,3,5,6,2,1,1,6,1,5,1,1,1,1,3,1,2,1,1,1,2,2,1,1,1,0,4,1,0,6,2,1,1,1,1,2,1,2,5,7,2,3,1,2,1,1,0,1,0,4,33,1,8,12,0,3,3,9,1,3,3,11,12,3,3,2,1,1,1,6,3,0,5,2,1,1,1,0,0,1,2,2,1,2,75,4,60,1
2,3,7,4,1,1,1,1,2,4,2,11,3,3,10,5,1,1,1,1,1,1,1,2,2,1,1,2,2,18,1,8,5,11,2,14,4,4,26,13,4,2,3,4,1,4,8,4,4,3,2,20,3,1,4,1,1,1,3,1,1,7,1,1,2,1,1,10,7,5,3,6,38,1,1,5,20,4,4,16,1,1,2,1,1,1,1,28,21,1,2,14,11,1,3,22,2,3,3,1,1,3,1,1,2,3,1,3,4,7,4,2,1,1,3,4,5,5,5,4,6,3,3,1,2,1,1,25,21,1,1,2,1,1,22,1,2,1,1,1,1,1,1,3,1,3,3,1,3,1,11,1,2,1,2,1,5,1,1,1,1,1,9,1,7,25,6,3,19,2,4,1,18,11,1,1,1,8,1,7,7,7,7,6,1,2,4,1,1,2,2,1,8,1,3,2,1,1,1,1,1,2,1,1,1,8,4,1,1,1,1,1,2,2,5,1,1,1,6,1,7,3,2,1,1,3,1,2,1,1,1,2,3,1,2,1,1,1,1,1,3,2,1,1,1,1,1,1,4,3,5,2,3,1,2,1,2,1,2,1,2,29,1,9,7,1,1,1,7,1,3,3,11,12,3,3,2,1,1,1,7,4,1,4,1,1,1,1,1,1,1,1,1,2,1,72,4,65,2
3,3,8,4,1,1,1,1,2,4,1,12,3,3,12,6,1,0,1,1,1,1,1,1,2,1,1,2,2,17,1,6,10,8,1,10,5,3,43,12,9,2,3,4,1,3,8,4,4,4,3,19,2,1,5,1,1,1,2,1,1,6,0,0,2,0,2,10,8,6,1,8,55,1,1,5,37,3,3,22,0,0,3,1,0,1,1,50,40,1,1,22,14,1,3,40,3,5,5,0,1,2,0,0,2,3,1,5,5,7,4,2,1,1,3,4,4,4,4,4,6,3,5,0,1,1,2,29,25,3,3,1,1,1,19,0,4,1,1,1,1,1,1,3,1,3,3,1,3,1,11,2,3,1,2,1,6,1,1,1,1,1,17,2,15,29,9,3,22,2,7,1,7,1,1,1,2,15,0,12,13,11,12,12,1,2,4,2,2,2,2,1,14,0,4,3,1,1,0,2,2,2,3,1,1,13,3,1,2,1,1,1,3,2,12,2,1,2,6,1,7,2,1,1,1,3,1,2,1,1,1,2,2,1,2,1,0,2,1,0,3,2,1,1,1,1,1,1,2,4,7,2,3,1,2,1,2,0,1,0,1,52,2,12,4,0,1,2,6,1,3,3,11,15,4,1,2,1,1,1,7,3,1,4,2,1,1,1,1,1,1,5,3,3,1,89,4,77,1
1,2,3,3,1,0,1,1,0,0,1,7,3,3,4,1,0,0,1,1,0,1,0,0,1,0,0,0,0,9,1,0,0,9,1,6,4,2,11,5,3,0,5,0,0,1,5,3,7,3,5,9,1,1,2,1,1,0,1,1,0,2,1,0,0,0,0,1,2,1,0,3,20,1,2,2,5,0,3,5,0,0,2,0,0,1,0,4,4,1,0,1,0,0,3,4,0,2,1,0,0,1,1,1,0,0,1,2,2,2,1,0,0,0,1,0,4,4,4,4,4,1,0,0,0,0,0,10,10,0,0,1,0,0,9,2,0,1,1,1,1,2,3,4,0,3,2,1,2,1,4,0,0,0,0,0,4,0,0,0,1,2,6,1,4,8,4,2,6,0,2,1,2,0,0,7,0,2,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,2,0,1,0,1,0,1,4,1,2,1,0,1,0,0,0,0,1,1,5,1,2,1,0,1,0,2,0,1,0,0,1,3,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,1,1,2,0,1,1,0,1,0,0,0,0,1,2,0,3,1,0,0,1,0,1,2,2,6,5,0,0,0,0,0,0,3,2,0,1,2,0,1,1,0,0,0,0,3,0,0,17,4,14,0
1,2,3,3,1,0,1,1,0,0,1,7,3,3,4,1,0,0,1,1,0,1,0,0,1,0,0,0,0,9,1,0,0,9,1,6,4,2,11,5,3,0,5,0,0,1,5,3,7,3,5,9,1,1,2,1,1,0,1,1,0,2,1,0,0,0,0,1,2,1,0,3,20,1,2,2,5,0,3,5,0,0,2,0,0,1,0,4,4,1,0,1,0,0,3,4,0,2,1,0,0,1,1,1,0,0,1,2,2,2,1,0,0,0,1,0,4,4,4,4,4,1,0,0,0,0,0,10,10,0,0,1,0,0,9,2,0,1,1,1,1,2,3,4,0,3,2,1,2,1,4,0,0,0,0,0,4,0,0,0,1,2,6,1,4,8,4,2,6,0,2,1,2,0,0,7,0,2,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,2,0,1,0,1,0,1,4,1,2,1,0,1,0,0,0,0,1,1,5,1,2,1,0,1,0,2,0,1,0,0,1,3,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,1,1,2,0,1,1,0,1,0,0,0,0,1,2,0,3,1,0,0,1,0,1,2,2,6,5,0,0,0,0,0,0,3,2,0,1,2,0,1,1,0,0,0,0,3,0,0,17,4,14,0
1,2,0,0,0,1,7,1,1,1,1,1,1,1,1,2,0,2,0,0,8,1,11,1,6,1,6,4,1,1,2,0,10,3,0,0,0,1,3,3,0,0,4,3,1,13,1,1,3,1,4,1,2,2,4,6,1,23,3,2,2,1,2,3,2,1,1,1,1,5,2,2,1,1,1,1,1,12,0,3,0,1,1,1,2,1,2,1,1,1,2,1,10,1,1,1,5,1,1,1,0,1,2,4,1,1,1,1,1,1,3,3,1,1,9,0,1,2,1,2,1,1,1,13,1,2,2,3,6,10,3,0,1,2,0,1,1,1,1,2,6,1,1,1,28,1,2,2,1,2,1,4,1,1,2,2,2,0,0,0,0,0,0,17,1,10,1,1,2,1,2,3,1,1,1,1,4,8,1,1,1,0,1,5,2,9,1,1,1,1,1,2,2,1,3,2,3,1,2,2,1,1,1,1,1,3,2,1,1,1,1,2,2,1,1,2,1,1,2,3,1,5,4,4,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,1,3,1,1,1,1,3,3,1,1,1,1,2,1,1,3,1,3,4,1,0,1,1,2,2,0,1,1,3,0,3,1,3,0,1,1,1,1,1,3,0,1,0,1,1,1,3,1,1,1,0,1,2,2,1,1,1
1,4,2,2,1,1,7,1,1,1,1,1,1,1,1,5,1,2,1,1,3,1,13,1,4,1,1,4,1,1,2,1,8,2,1,2,1,1,3,1,2,1,1,3,1,21,1,1,3,1,4,1,2,2,2,6,1,15,4,2,2,1,3,1,2,1,1,1,1,5,3,2,1,1,4,1,1,6,2,2,1,1,1,1,2,1,2,1,1,1,2,1,4,1,1,1,5,1,1,1,1,1,2,3,1,1,1,1,1,1,2,3,1,1,6,2,1,1,1,1,1,1,1,15,1,1,1,4,3,7,2,1,2,2,2,1,1,1,1,2,6,1,1,1,13,1,3,1,1,2,1,4,1,2,1,1,1,3,2,2,1,1,1,14,1,13,1,1,1,1,2,3,2,1,1,2,2,7,1,1,1,1,1,5,2,3,1,1,1,1,1,2,2,1,3,1,3,1,2,2,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,1,1,2,2,1,5,1,3,1,1,1,2,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,4,2,1,2,1,1,2,1,1,2,1,1,4,1,1,1,2,1,1,1,2,1,1,1,3,1,3,1,1,1,2,1,2,3,2,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1
1,8,1,1,2,1,8,1,1,1,1,1,1,1,1,8,0,2,1,3,0,1,13,1,6,1,2,4,1,1,1,1,6,2,0,1,0,1,3,4,2,0,0,3,1,15,1,1,2,1,3,1,2,2,6,5,1,25,4,2,1,1,2,2,2,1,1,1,1,5,2,2,1,1,2,2,1,0,1,3,1,1,1,1,2,1,4,1,1,1,3,1,9,1,1,1,5,1,1,1,0,1,3,6,1,1,1,1,1,1,2,3,1,1,15,3,1,1,1,5,1,2,1,15,1,1,2,3,6,12,3,0,2,1,1,1,1,1,1,2,6,1,1,1,23,2,2,1,1,2,1,4,1,1,1,1,1,1,0,0,0,0,0,15,0,15,1,1,4,1,2,3,1,1,1,1,8,17,2,1,1,1,1,5,1,8,1,0,1,1,1,2,4,2,3,2,3,1,2,2,1,1,1,0,1,1,2,1,1,1,1,3,2,1,1,1,1,1,2,3,1,3,2,12,1,1,1,1,2,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,3,1,4,1,1,2,1,0,2,1,1,5,1,0,1,2,1,0,1,1,1,1,0,3,0,3,0,1,1,0,0,1,3,0,1,0,1,1,1,3,1,2,1,0,1,1,2,0,1,1
1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,6,1,2,1,1,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,2,1,23,1,1,2,1,2,1,0,2,0,0,1,0,1,0,1,1,1,1,2,0,0,0,0,3,1,1,2,1,0,0,0,0,0,3,0,1,1,0,2,0,1,1,0,1,2,1,3,0,1,1,5,1,1,1,0,0,0,0,0,0,0,0,1,1,1,3,0,0,3,0,0,0,0,0,0,0,1,3,0,2,1,1,2,2,0,0,0,2,0,0,0,1,0,1,4,1,1,1,10,1,1,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,10,0,3,1,1,1,0,1,2,0,1,1,1,0,0,1,1,1,0,1,1,0,1,1,0,1,1,0,2,2,1,2,0,1,0,2,2,1,1,1,0,1,3,2,1,1,1,1,1,2,0,1,1,0,1,1,3,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,3,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,0,0,1,0,1,1
1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,6,1,2,1,1,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,2,1,23,1,1,2,1,2,1,0,2,0,0,1,0,1,0,1,1,1,1,2,0,0,0,0,3,1,1,2,1,0,0,0,0,0,3,0,1,1,0,2,0,1,1,0,1,2,1,3,0,1,1,5,1,1,1,0,0,0,0,0,0,0,0,1,1,1,3,0,0,3,0,0,0,0,0,0,0,1,3,0,2,1,1,2,2,0,0,0,2,0,0,0,1,0,1,4,1,1,1,10,1,1,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,10,0,3,1,1,1,0,1,2,0,1,1,1,0,0,1,1,1,0,1,1,0,1,1,0,1,1,0,2,2,1,2,0,1,0,2,2,1,1,1,0,1,3,2,1,1,1,1,1,2,0,1,1,0,1,1,3,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,3,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,0,0,1,0,1,1
1,2,3,3,1,0,1,1,0,0,1,7,3,3,4,1,0,0,1,1,0,1,0,0,1,0,0,0,0,9,1,0,0,9,1,6,4,2,11,5,3,0,5,0,0,1,5,3,7,3,5,9,1,1,2,1,1,0,1,1,0,2,1,0,0,0,0,1,2,1,0,3,20,1,2,2,5,0,3,5,0,0,2,0,0,1,0,4,4,1,0,1,0,0,3,4,0,2,1,0,0,1,1,1,0,0,1,2,2,2,1,0,0,0,1,0,4,4,4,4,4,1,0,0,0,0,0,10,10,0,0,1,0,0,9,2,0,1,1,1,1,2,3,4,0,3,2,1,2,1,4,0,0,0,0,0,4,0,0,0,1,2,6,1,4,8,4,2,6,0,2,1,2,0,0,7,0,2,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,2,0,1,0,1,0,1,4,1,2,1,0,1,0,0,0,0,1,1,5,1,2,1,0,1,0,2,0,1,0,0,1,3,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,1,1,2,0,1,1,0,1,0,0,0,0,1,2,0,3,1,0,0,1,0,1,2,2,6,5,0,0,0,0,0,0,3,2,0,1,2,0,1,1,0,0,0,0,3,0,0,17,4,14,0
1,2,3,3,1,0,1,1,0,0,1,7,3,3,4,1,0,0,1,1,0,1,0,0,1,0,0,0,0,9,1,0,0,9,1,6,4,2,11,5,3,0,5,0,0,1,5,3,7,3,5,9,1,1,2,1,1,0,1,1,0,2,1,0,0,0,0,1,2,1,0,3,20,1,2,2,5,0,3,5,0,0,2,0,0,1,0,4,4,1,0,1,0,0,3,4,0,2,1,0,0,1,1,1,0,0,1,2,2,2,1,0,0,0,1,0,4,4,4,4,4,1,0,0,0,0,0,10,10,0,0,1,0,0,9,2,0,1,1,1,1,2,3,4,0,3,2,1,2,1,4,0,0,0,0,0,4,0,0,0,1,2,6,1,4,8,4,2,6,0,2,1,2,0,0,7,0,2,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,2,0,1,0,1,0,1,4,1,2,1,0,1,0,0,0,0,1,1,5,1,2,1,0,1,0,2,0,1,0,0,1,3,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,1,1,2,0,1,1,0,1,0,0,0,0,1,2,0,3,1,0,0,1,0,1,2,2,6,5,0,0,0,0,0,0,3,2,0,1,2,0,1,1,0,0,0,0,3,0,0,17,4,14,0
1,2,0,0,0,1,7,1,1,1,1,1,1,1,1,2,0,2,0,0,8,1,11,1,6,1,6,4,1,1,2,0,10,3,0,0,0,1,3,3,0,0,4,3,1,13,1,1,3,1,4,1,2,2,4,6,1,23,3,2,2,1,2,3,2,1,1,1,1,5,2,2,1,1,1,1,1,12,0,3,0,1,1,1,2,1,2,1,1,1,2,1,10,1,1,1,5,1,1,1,0,1,2,4,1,1,1,1,1,1,3,3,1,1,9,0,1,2,1,2,1,1,1,13,1,2,2,3,6,10,3,0,1,2,0,1,1,1,1,2,6,1,1,1,28,1,2,2,1,2,1,4,1,1,2,2,2,0,0,0,0,0,0,17,1,10,1,1,2,1,2,3,1,1,1,1,4,8,1,1,1,0,1,5,2,9,1,1,1,1,1,2,2,1,3,2,3,1,2,2,1,1,1,1,1,3,2,1,1,1,1,2,2,1,1,2,1,1,2,3,1,5,4,4,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,1,3,1,1,1,1,3,3,1,1,1,1,2,1,1,3,1,3,4,1,0,1,1,2,2,0,1,1,3,0,3,1,3,0,1,1,1,1,1,3,0,1,0,1,1,1,3,1,1,1,0,1,2,2,1,1,1
1,4,2,2,1,1,7,1,1,1,1,1,1,1,1,5,1,2,1,1,3,1,13,1,4,1,1,4,1,1,2,1,8,2,1,2,1,1,3,1,2,1,1,3,1,21,1,1,3,1,4,1,2,2,2,6,1,15,4,2,2,1,3,1,2,1,1,1,1,5,3,2,1,1,4,1,1,6,2,2,1,1,1,1,2,1,2,1,1,1,2,1,4,1,1,1,5,1,1,1,1,1,2,3,1,1,1,1,1,1,2,3,1,1,6,2,1,1,1,1,1,1,1,15,1,1,1,4,3,7,2,1,2,2,2,1,1,1,1,2,6,1,1,1,13,1,3,1,1,2,1,4,1,2,1,1,1,3,2,2,1,1,1,14,1,13,1,1,1,1,2,3,2,1,1,2,2,7,1,1,1,1,1,5,2,3,1,1,1,1,1,2,2,1,3,1,3,1,2,2,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,1,1,2,2,1,5,1,3,1,1,1,2,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,4,2,1,2,1,1,2,1,1,2,1,1,4,1,1,1,2,1,1,1,2,1,1,1,3,1,3,1,1,1,2,1,2,3,2,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1
1,8,1,1,2,1,8,1,1,1,1,1,1,1,1,8,0,2,1,3,0,1,13,1,6,1,2,4,1,1,1,1,6,2,0,1,0,1,3,4,2,0,0,3,1,15,1,1,2,1,3,1,2,2,6,5,1,25,4,2,1,1,2,2,2,1,1,1,1,5,2,2,1,1,2,2,1,0,1,3,1,1,1,1,2,1,4,1,1,1,3,1,9,1,1,1,5,1,1,1,0,1,3,6,1,1,1,1,1,1,2,3,1,1,15,3,1,1,1,5,1,2,1,15,1,1,2,3,6,12,3,0,2,1,1,1,1,1,1,2,6,1,1,1,23,2,2,1,1,2,1,4,1,1,1,1,1,1,0,0,0,0,0,15,0,15,1,1,4,1,2,3,1,1,1,1,8,17,2,1,1,1,1,5,1,8,1,0,1,1,1,2,4,2,3,2,3,1,2,2,1,1,1,0,1,1,2,1,1,1,1,3,2,1,1,1,1,1,2,3,1,3,2,12,1,1,1,1,2,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,3,1,4,1,1,2,1,0,2,1,1,5,1,0,1,2,1,0,1,1,1,1,0,3,0,3,0,1,1,0,0,1,3,0,1,0,1,1,1,3,1,2,1,0,1,1,2,0,1,1
